Datetime,,total
2018,00:00:00,844.5
2018,00:10:00,1008.46875
2018,00:15:00,826.5
2018,00:20:00,1004.6411932499999
2018,00:30:00,808.499996445
2018,00:40:00,861.19982201625
2018,00:45:00,820.179201705
2018,00:50:00,920.50875
2018,01:00:00,825.0
2018,01:10:00,890.79045010875
2018,01:15:00,824.8875000675
2018,01:20:00,874.332386385
2018,01:30:00,820.3499953424999
2018,01:40:00,870.33030845625
2018,01:45:00,833.85
2018,01:50:00,870.19903844625
2018,02:00:00,852.0
2018,02:10:00,915.9247202474999
2018,02:15:00,837.0
2018,02:20:00,889.3680195000001
2018,02:30:00,820.3499999999999
2018,02:40:00,888.0359527875
2018,02:45:00,821.8434745200001
2018,02:50:00,873.8352796875001
2018,03:00:00,831.3750000000001
2018,03:10:00,914.80852275
2018,03:15:00,829.875
2018,03:20:00,977.7872158687501
2018,03:30:00,828.375
2018,03:40:00,898.0113635775001
2018,03:45:00,848.4375040725
2018,03:50:00,886.31136355125
2018,04:00:00,867.661428585
2018,04:10:00,909.4117044862501
2018,04:15:00,877.8321428625
2018,04:20:00,857.8027709662499
2018,04:30:00,841.35
2018,04:40:00,998.4468750037502
2018,04:45:00,825.37500113625
2018,04:50:00,974.5391071462501
2018,05:00:00,824.2739811750001
2018,05:10:00,870.5729166525
2018,05:15:00,832.3875
2018,05:20:00,910.6718749875
2018,05:30:00,843.6387728025
2018,05:40:00,895.51801471875
2018,05:45:00,840.952499925
2018,05:50:00,872.51924096625
2018,06:00:00,882.2625000000002
2018,06:10:00,851.1957532275
2018,06:15:00,909.3190802999999
2018,06:20:00,812.1390341137501
2018,06:30:00,938.625001455
2018,06:40:00,938.4927472837501
2018,06:45:00,915.3750000000001
2018,06:50:00,962.18124993
2018,07:00:00,972.66680772
2018,07:10:00,897.17778408375
2018,07:15:00,994.5000014100002
2018,07:20:00,933.41761356375
2018,07:30:00,958.3499987925
2018,07:40:00,856.781250075
2018,07:45:00,987.5287486612501
2018,07:50:00,879.4013258437501
2018,08:00:00,1008.5737497974999
2018,08:10:00,846.089701725
2018,08:15:00,1032.40308117
2018,08:20:00,973.8305238899999
2018,08:30:00,1045.124990265
2018,08:40:00,912.8903896725
2018,08:45:00,1018.762496415
2018,08:50:00,908.49519232875
2018,09:00:00,1018.9362657562501
2018,09:10:00,919.625852325
2018,09:15:00,1010.4249983137502
2018,09:20:00,918.2776515337499
2018,09:30:00,1018.7149509337501
2018,09:40:00,1042.79602270875
2018,09:45:00,1010.1555357375
2018,09:50:00,1016.1192613574998
2018,10:00:00,1017.4713784724999
2018,10:10:00,1001.2838067524999
2018,10:15:00,1048.1205886050002
2018,10:20:00,956.33476831875
2018,10:30:00,1054.3874997975
2018,10:40:00,984.7271022750001
2018,10:45:00,1043.40000186
2018,10:50:00,1019.5569886349999
2018,11:00:00,1056.35625499125
2018,11:10:00,1034.10600960375
2018,11:15:00,1047.5742192525
2018,11:20:00,1026.90175699125
2018,11:30:00,1065.60000186375
2018,11:40:00,1066.8084375
2018,11:45:00,1075.612501935
2018,11:50:00,1095.14656247625
2018,12:00:00,1041.7281249975001
2018,12:10:00,1061.030776545
2018,12:15:00,1083.3035714174998
2018,12:20:00,1060.00962121125
2018,12:30:00,1083.44250253875
2018,12:40:00,1054.2676561725002
2018,12:45:00,1060.1249986725
2018,12:50:00,1090.18295457
2018,13:00:00,1061.63671740375
2018,13:10:00,1069.23686688375
2018,13:15:00,1068.58752880875
2018,13:20:00,1032.36278403
2018,13:30:00,1048.8749946337498
2018,13:40:00,1162.88835229875
2018,13:45:00,1040.49375049125
2018,13:50:00,951.9639063000001
2018,14:00:00,1082.84151782625
2018,14:10:00,1137.8235796275
2018,14:15:00,1068.3599999700002
2018,14:20:00,1121.24570553375
2018,14:30:00,1028.4715808662502
2018,14:40:00,1152.4610937525001
2018,14:45:00,1083.7125110175002
2018,14:50:00,1133.1398863349998
2018,15:00:00,1061.043546165
2018,15:10:00,1125.6087662662499
2018,15:15:00,1055.47132980375
2018,15:20:00,1114.929403425
2018,15:30:00,1053.7827630749998
2018,15:40:00,1157.0167857112501
2018,15:45:00,1045.2562548487501
2018,15:50:00,1120.9118750025002
2018,16:00:00,1071.72843748875
2018,16:10:00,1178.2138149225
2018,16:15:00,1041.48750178125
2018,16:20:00,1072.98750006
2018,16:30:00,1036.843137225
2018,16:40:00,1118.1508522987501
2018,16:45:00,1037.110833195
2018,16:50:00,1091.89156474125
2018,17:00:00,1026.6946435387501
2018,17:10:00,1236.9765625125
2018,17:15:00,1007.71521379875
2018,17:20:00,1148.85819797625
2018,17:30:00,985.8388157887498
2018,17:40:00,1072.64437504125
2018,17:45:00,975.9647058749998
2018,17:50:00,1066.4845455
2018,18:00:00,987.4728947887501
2018,18:10:00,1109.0181250125
2018,18:15:00,942.09078924
2018,18:20:00,1185.86221599
2018,18:30:00,892.7414055337499
2018,18:40:00,1124.00303025
2018,18:45:00,893.2695856387501
2018,18:50:00,1134.70424242125
2018,19:00:00,876.3001083187501
2018,19:05:00,1315.36883115
2018,19:10:00,1185.5045454750002
2018,19:15:00,906.6572368125001
2018,19:20:00,1187.76794644125
2018,19:30:00,902.35714281
2018,19:40:00,1214.9082589724999
2018,19:45:00,864.4770824550001
2018,19:50:00,1204.1093063624999
2018,20:00:00,892.4250001800001
2018,20:10:00,1151.926704555
2018,20:15:00,884.1198043875
2018,20:20:00,1208.139715845
2018,20:30:00,858.969999975
2018,20:40:00,1180.5863636475
2018,20:45:00,860.044378005
2018,20:50:00,1129.8550000275002
2018,21:00:00,840.93035715
2018,21:10:00,1145.77083333
2018,21:15:00,852.750000405
2018,21:20:00,1106.62159095
2018,21:30:00,854.475
2018,21:40:00,1004.7327271950002
2018,21:45:00,828.0
2018,21:50:00,1066.4297348250002
2018,22:00:00,836.625
2018,22:10:00,1044.813636315
2018,22:15:00,823.4999999999999
2018,22:20:00,972.7727273775001
2018,22:30:00,816.0410526000001
2018,22:40:00,992.3315464425
2018,22:45:00,817.5
2018,22:50:00,1058.0534090887502
2018,23:00:00,808.5000000000001
2018,23:10:00,977.276966775
2018,23:15:00,819.0
2018,23:20:00,1009.28169643875
2018,23:30:00,833.85
2018,23:40:00,951.17500005
2018,23:45:00,853.2
2018,23:50:00,994.7894886787499
2019,00:00:00,433.97625
2019,00:15:00,420.46249999500003
2019,00:30:00,428.31923070000005
2019,00:45:00,415.485
2019,01:00:00,395.18713239375
2019,01:15:00,361.2095237625
2019,01:30:00,383.34571368
2019,01:45:00,373.90729166250003
2019,02:00:00,351.308333325
2019,02:15:00,377.71676470874996
2019,02:30:00,372.5845113225
2019,02:45:00,383.88848685375
2019,03:00:00,394.08241072875
2019,03:15:00,358.16750814375
2019,03:30:00,362.86135522874997
2019,03:45:00,350.6298684225
2019,04:00:00,377.8598663025
2019,04:15:00,344.5146306825
2019,04:30:00,363.4728151275
2019,04:45:00,365.303120295
2019,05:00:00,354.3932017725
2019,05:15:00,371.97735388125
2019,05:30:00,385.02683826375
2019,05:45:00,389.75216819999997
2019,06:00:00,381.5441357175
2019,06:15:00,415.72153039125004
2019,06:30:00,418.12072862625
2019,06:45:00,417.72293037375005
2019,07:00:00,425.91200888624996
2019,07:15:00,456.03877977750005
2019,07:30:00,469.19544115125
2019,07:45:00,463.73865131625
2019,08:00:00,481.26654417374993
2019,08:15:00,487.48312503750003
2019,08:30:00,500.98928572125
2019,08:45:00,528.056747625
2019,09:00:00,533.1897103762501
2019,09:15:00,573.51118424625
2019,09:30:00,549.0026961037499
2019,09:45:00,592.289732175
2019,10:00:00,608.6283552375
2019,10:15:00,590.05833637125
2019,10:30:00,591.92928926625
2019,10:45:00,572.83765734375
2019,11:00:00,596.61993504
2019,11:15:00,630.6292067325
2019,11:30:00,647.3975787975
2019,11:45:00,612.580230225
2019,12:00:00,632.75603557125
2019,12:15:00,627.8997752624999
2019,12:30:00,640.49375005125
2019,12:45:00,652.2060088425
2019,13:00:00,649.45381579125
2019,13:15:00,686.3299632262501
2019,13:30:00,653.88515319
2019,13:45:00,651.25000000875
2019,14:00:00,666.1412743725
2019,14:15:00,670.33466911125
2019,14:30:00,665.6189360212501
2019,14:45:00,688.9599228899999
2019,15:00:00,674.76638161125
2019,15:15:00,673.72048794
2019,15:30:00,662.3929411762501
2019,15:45:00,643.35809208
2019,16:00:00,662.8211458575
2019,16:15:00,618.3859586475
2019,16:30:00,651.21838974375
2019,16:45:00,659.3633443199999
2019,17:00:00,638.7055636875
2019,17:15:00,591.9636403462499
2019,17:30:00,564.3318277650001
2019,17:45:00,580.8417982425
2019,18:00:00,567.19208331
2019,18:15:00,522.21211471125
2019,18:30:00,556.5460525875
2019,18:45:00,551.7767061075
2019,19:00:00,527.89453011
2019,19:15:00,546.9763869375
2019,19:30:00,530.7799999499999
2019,19:45:00,515.89666665
2019,20:00:00,483.7523529749999
2019,20:15:00,473.019761055
2019,20:30:00,484.3070175599999
2019,20:45:00,478.46897827500004
2019,21:00:00,473.87335781999997
2019,21:15:00,470.9721491625
2019,21:30:00,449.20888155
2019,21:45:00,444.752475975
2019,22:00:00,438.131309505
2019,22:15:00,435.56349581625
2019,22:30:00,421.54687498500004
2019,22:45:00,398.87500005
2019,23:00:00,423.91578945
2019,23:15:00,426.288928575
2019,23:30:00,418.3125
2019,23:45:00,434.076842145
2020,00:00:00,685.62429109125
2020,00:15:00,683.30550552375
2020,00:30:00,698.25689232
2020,00:45:00,695.60555398875
2020,01:00:00,645.4068750375
2020,01:15:00,666.4362592612499
2020,01:30:00,674.91056549625
2020,01:45:00,670.5114058575
2020,02:00:00,688.7716911412499
2020,02:15:00,656.29100875125
2020,02:30:00,672.0066165149999
2020,02:45:00,642.0147359250001
2020,03:00:00,664.36610972625
2020,03:15:00,636.6089487637499
2020,03:30:00,641.5288959075
2020,03:45:00,640.0001373975
2020,04:00:00,626.44923895125
2020,04:15:00,609.998746995
2020,04:30:00,614.5229533125
2020,04:45:00,613.9205670449999
2020,05:00:00,647.07150903375
2020,05:15:00,633.77100838125
2020,05:30:00,631.90537372875
2020,05:45:00,640.59077076375
2020,06:00:00,643.00848389625
2020,06:15:00,647.571520455
2020,06:30:00,679.6424943787499
2020,06:45:00,671.65223217
2020,07:00:00,664.0478571
2020,07:15:00,696.42417283125
2020,07:30:00,633.2034374662501
2020,07:45:00,669.4185472462501
2020,08:00:00,670.40032948125
2020,08:15:00,672.5075593275
2020,08:30:00,658.4713205025
2020,08:45:00,704.72213835
2020,09:00:00,701.46102942375
2020,09:15:00,686.18814340125
2020,09:30:00,660.1543173787501
2020,09:45:00,647.9470354800001
2020,10:00:00,658.5783716999999
2020,10:15:00,657.18161185875
2020,10:30:00,667.40833332
2020,10:45:00,656.8109709825
2020,11:00:00,672.19540047
2020,11:15:00,677.4845664375
2020,11:30:00,646.97570250375
2020,11:45:00,662.58497298
2020,12:00:00,658.940625075
2020,12:15:00,649.16539087875
2020,12:30:00,675.8729575350001
2020,12:45:00,670.08337051125
2020,13:00:00,674.3830681912501
2020,13:15:00,649.2804622762501
2020,13:30:00,633.0191071425
2020,13:45:00,631.2128983275
2020,14:00:00,617.6686448775
2020,14:15:00,625.6481341425
2020,14:30:00,625.75759574625
2020,14:45:00,632.3710714425
2020,15:00:00,631.24158654375
2020,15:15:00,625.36710528
2020,15:30:00,655.2721638187501
2020,15:45:00,634.532421225
2020,16:00:00,690.3319398075
2020,16:15:00,681.0648300075001
2020,16:30:00,685.81352182125
2020,16:45:00,691.621921635
2020,17:00:00,698.4709974074999
2020,17:15:00,724.255444695
2020,17:30:00,725.0750000099999
2020,17:45:00,729.6859909500001
2020,18:00:00,745.4985714000001
2020,18:15:00,716.52015936
2020,18:30:00,718.2794117999999
2020,18:45:00,714.50416665
2020,19:00:00,705.8186273699998
2020,19:15:00,691.3479166049999
2020,19:30:00,738.4181111999999
2020,19:45:00,734.6174561099999
2020,20:00:00,743.4596014499999
2020,20:15:00,736.1794116450001
2020,20:30:00,720.54551415
2020,20:45:00,738.70535595
2020,21:00:00,711.22418838
2020,21:15:00,698.712499995
2020,21:30:00,716.0531249999999
2020,21:45:00,727.385416665
2020,22:00:00,726.10149345
2020,22:15:00,699.02476188
2020,22:30:00,701.01904758
2020,22:45:00,703.8654135
2020,23:00:00,696.6514812
2020,23:15:00,699.7575792
2020,23:30:00,716.1771468000001
2020,23:45:00,701.4627349050002
